latency(lag),total size,packet,time_stamp,err_count,success_count
3866,37610269367,100000008,12046.50,0,99544014
3865,37610275518,100000008,12078.62,0,99543993
3864,37609876816,100000003,12110.75,0,99543956
3864,37609694624,100000009,12142.87,0,99543984
3864,37610456561,100000004,12174.99,0,99543933
3865,37610317825,100000004,12207.12,0,99543963
3865,37610129455,100000004,12239.24,0,99543966
3865,37610384605,100000004,12271.37,0,99544023
3866,37610093324,100000004,12303.49,0,99543980
3864,37609895598,100000003,12335.62,0,99543975
3859,37609689637,100000013,12367.74,0,99543964
3858,37610638319,100000004,12399.87,0,99543935
3863,37610441039,100000020,12431.99,0,99544009
3863,37610200540,100000004,12464.12,0,99543970
3859,37610312649,100000008,12496.23,0,99544007
3864,37609895419,100000004,12528.36,0,99543977
3864,37609827726,100000004,12560.49,0,99543969
3864,37609848503,100000004,12592.61,0,99543946
3865,37610629547,100000008,12624.73,0,99543933
3864,37610438426,100000004,12656.86,0,99543993
3865,37610289307,100000012,12688.98,0,99544018
3864,37610081633,100000004,12721.11,0,99543983
3864,37610042823,100000003,12753.23,0,99543967
3865,37609812918,100000001,12785.35,0,99543973
3864,37610181107,100000004,12817.47,0,99543933
3865,37610491302,100000008,12849.60,0,99543966
3866,37610040196,100000008,12881.72,0,99543968
3866,37610294574,100000008,12913.85,0,99544030
3863,37610242369,100000004,12945.97,0,99543975
3864,37609931625,100000004,12978.10,0,99543986
3864,37609642440,100000004,13010.22,0,99543950
3864,37610669755,100000004,13042.35,0,99543925
3864,37610297380,100000004,13074.46,0,99543999
3864,37610368135,100000004,13106.59,0,99543971
3865,37610213941,100000004,13138.71,0,99544008
3865,37609829572,100000004,13170.84,0,99543971
3864,37609911164,100000004,13202.96,0,99543971
3864,37609901609,100000004,13235.09,0,99543949
3865,37610473931,100000004,13267.22,0,99543928
3864,37610579451,100000004,13299.34,0,99543994
3865,37610236513,100000004,13331.46,0,99544009
3864,37610118271,100000004,13363.58,0,99543981
3864,37610028493,100000012,13395.71,0,99543976
3863,37609791400,100000004,13427.83,0,99543969
3981,37610137951,100000012,13459.96,0,99543952
3865,37610472784,100000004,13492.08,0,99543963
3864,37610113005,100000004,13524.21,0,99543961
3865,37610199411,100000004,13556.33,0,99544022
3862,37610305449,100000004,13588.46,0,99543977
3858,37609994044,100000008,13620.58,0,99543978
3861,37609697709,100000004,13652.70,0,99543968
3864,37610580949,100000004,13684.83,0,99543919
3863,37610307002,100000004,13716.96,0,99543995
3865,37610307829,100000008,13749.08,0,99543966
3868,37610233198,100000004,13781.20,0,99544023
3872,37609896133,100000012,13813.33,0,99543980
3867,37609871227,100000016,13845.45,0,99543977
3872,37609856337,100000004,13877.58,0,99543949
3871,37610571091,100000012,13909.70,0,99543941
3872,37610537487,100000004,13941.83,0,99543992
3872,37610181642,100000008,13973.95,0,99544017
3872,37610141921,100000004,14006.07,0,99543969
3872,37610023799,100000004,14038.20,0,99543978
3872,37609823839,100000008,14070.32,0,99543963
3872,37610063229,100000004,14102.45,0,99543953
3871,37610591595,100000004,14134.56,0,99543959
3872,37610115982,100000004,14166.69,0,99543963
3871,37610331733,100000007,14198.82,0,99544016
3872,37610147311,100000005,14230.94,0,99543991
3872,37609937703,100000004,14263.06,0,99543975
3872,37609704605,100000016,14295.19,0,99543982
3870,37610643370,100000004,14327.31,0,99543913
3871,37610277697,100000004,14359.44,0,99543998
3871,37610229951,100000008,14391.56,0,99543958
3872,37610255771,100000004,14423.68,0,99544025
3871,37609900450,100000004,14455.80,0,99543971
3871,37609860041,100000008,14487.93,0,99543977
3870,37609846047,100000008,14520.05,0,99543946
3871,37610659686,100000006,14552.18,0,99543934
3871,37610505758,100000002,14584.30,0,99543996
3871,37610162047,100000004,14616.42,0,99544005
3871,37610186904,100000004,14648.55,0,99543976
3873,37609952461,100000004,14680.67,0,99543980
3869,37609887403,100000012,14712.79,0,99543966
3869,37610095418,100000002,14744.92,0,99543950
3871,37610517328,100000002,14777.05,0,99543943
3872,37610174898,100000004,14809.17,0,99543974
3873,37610254788,100000004,14841.29,0,99544013
3871,37610148295,100000004,14873.41,0,99543993
